^FINANCIAL,05/27/2021,1399.63,1415,1399.42,1405.48,4283557,4283557450.1
AUB,05/27/2021,44.65,44.65,44.65,44.65,500,22325
BDO,05/27/2021,101.7,103.2,98.5,98.5,26811600,2666773319
BPI,05/27/2021,82.5,86,82.3,86,6464480,551616127.5
CHIB,05/27/2021,24.1,24.5,24.1,24.5,300,7310
EW,05/27/2021,9.15,9.34,9.15,9.16,323400,2984178
MBT,05/27/2021,47.1,48.6,47,48.6,13687300,661752780
PBB,05/27/2021,9.97,10.14,9.97,10.14,7100,71709
PBC,05/27/2021,21.9,21.9,21.9,21.9,200,4380
PNB,05/27/2021,20.9,20.95,20.15,20.7,2108800,43410735
PSB,05/27/2021,56.95,56.95,56,56,2400,135277
RCB,05/27/2021,17.52,17.6,17.5,17.6,61800,1082476
SECB,05/27/2021,123,123.5,117.9,117.9,2957230,352766163
UBP,05/27/2021,75,75,74.95,74.95,900,67469.5
BKR,05/27/2021,1.25,1.26,1.23,1.26,55000,68710
COL,05/27/2021,4.1,4.15,3.99,4.14,470000,1941880
FERRO,05/27/2021,2.89,2.89,2.89,2.89,27000,78030
I,05/27/2021,1.31,1.4,1.31,1.4,26000,35770
MED,05/27/2021,0.385,0.4,0.385,0.4,110000,42500
NRCP,05/27/2021,0.68,0.68,0.68,0.68,1000,680
PSE,05/27/2021,167.1,170,165,170,3660,610290
SLF,05/27/2021,2490,2490,2490,2490,5,12450
^INDUSTRIAL,05/27/2021,8651.65,8923.89,8651.65,8923.89,5252366,5252366071.81
ACEN,05/27/2021,7.03,7.4,6.95,7.4,77477100,564559103
ACR,05/27/2021,1.34,1.37,1.34,1.36,706000,957460
AP,05/27/2021,20.85,22.1,20.85,20.9,110215000,2316759805
BSC,05/27/2021,0.8,0.82,0.78,0.81,36302000,29274230
FGEN,05/27/2021,29.45,29.85,29.2,29.2,3921900,114845285
FPH,05/27/2021,68.9,69,68,69,4910,338065.5
MER,05/27/2021,272.8,276.6,272.8,276,1120490,308768884
MWC,05/27/2021,14.44,14.68,14,14,3239300,46296866
PCOR,05/27/2021,2.99,3.08,2.93,2.93,39416000,115723890
PERC,05/27/2021,4.1,4.15,4.1,4.15,60000,246360
PNX,05/27/2021,13.1,13.1,12.6,12.98,344800,4405670
SHLPH,05/27/2021,20.7,20.7,20.55,20.65,123300,2538515
SPC,05/27/2021,10.46,10.5,10.4,10.5,163600,1705410
VVT,05/27/2021,15.02,15.02,14.98,15,2200,33002
ANI,05/27/2021,6.32,6.32,6.15,6.27,3673000,22831335
AXLM,05/27/2021,2.99,3.06,2.99,3.06,252000,767210
CAT,05/27/2021,12.96,13.1,12.96,13.1,2200,28540
CNPF,05/27/2021,23.9,23.9,22.85,23.1,19263400,445054590
DELM,05/27/2021,13.72,13.72,13.12,13.34,258000,3427274
DNL,05/27/2021,7.55,7.56,7.33,7.33,4175800,31005975
EMP,05/27/2021,9.4,9.8,9.38,9.8,4258500,41444841
FB,05/27/2021,72,74,71.8,73.05,357000,25991781.5
FOOD,05/27/2021,0.61,0.63,0.61,0.61,66000,40340
FRUIT,05/27/2021,1.36,1.44,1.34,1.42,30926000,42901330
GSMI,05/27/2021,73.5,76,73.25,75.6,204010,15330175.5
JFC,05/27/2021,182,194.3,182,194.3,2451920,466785453
LFM,05/27/2021,28.5,29.25,28.15,28.15,1500,43045
MAXS,05/27/2021,6.1,6.32,6.1,6.3,301200,1882054
MG,05/27/2021,0.25,0.265,0.25,0.265,3160000,819500
PIZZA,05/27/2021,8.01,8.02,7.94,8,110200,881663
RCI,05/27/2021,1.03,1.05,1.01,1.03,1287000,1319300
RFM,05/27/2021,4.5,4.53,4.5,4.53,3000,13560
ROX,05/27/2021,1.47,1.47,1.47,1.47,6000,8820
SFI,05/27/2021,0.127,0.133,0.127,0.129,710000,91530
URC,05/27/2021,133.5,142,133.4,142,3092260,432986205
VITA,05/27/2021,0.82,0.88,0.8,0.87,16637000,14317530
VMC,05/27/2021,2.41,2.54,2.41,2.54,28000,70330
CA,05/27/2021,53,53,53,53,10,530
CHP,05/27/2021,1.24,1.25,1.22,1.23,4339000,5369940
DAVIN,05/27/2021,2.72,2.86,2.71,2.83,1071000,2993760
EAGLE,05/27/2021,12.5,12.74,12.44,12.5,351400,4408230
EEI,05/27/2021,7.06,7.12,7.06,7.06,25000,177820
HLCM,05/27/2021,5.55,5.95,5.55,5.89,380600,2201250
MWIDE,05/27/2021,6.21,6.31,6.15,6.18,898500,5608661
PHN,05/27/2021,12.38,12.38,12.3,12.36,127000,1566280
T,05/27/2021,1.08,1.13,1.06,1.1,588000,648350
