^FINANCIAL,05/12/2021,1400.3,1403.64,1384.87,1403.64,476470,476470947.15
AUB,05/12/2021,43.4,43.6,43.4,43.5,3600,156660
BDO,05/12/2021,105.9,105.9,103.5,105.6,1197950,125530304
BPI,05/12/2021,81.95,83,81.1,82.85,812670,66788581.5
CHIB,05/12/2021,25.15,25.15,25.05,25.15,493500,12407175
EW,05/12/2021,9.52,9.81,9.51,9.52,23000,219554
MBT,05/12/2021,43.8,44,43.55,43.9,1798000,78647790
PBC,05/12/2021,21.65,21.65,21.5,21.5,5600,120450
PNB,05/12/2021,28.35,28.65,28.1,28.5,2216500,62823660
PSB,05/12/2021,57,59.2,56.75,59,2170,125211
RCB,05/12/2021,17.64,17.64,17.6,17.6,2900,51152
SECB,05/12/2021,115.5,115.9,114.8,115.1,792780,91376141
UBP,05/12/2021,74.9,74.95,74.75,74.9,15050,1126964
BKR,05/12/2021,1.4,1.43,1.39,1.39,45000,63100
COL,05/12/2021,3.92,3.93,3.9,3.93,67000,262020
FERRO,05/12/2021,3.02,3.02,3.02,3.02,22000,66440
I,05/12/2021,1.42,1.42,1.42,1.42,4000,5680
MFC,05/12/2021,990,990,980,980,20,19700
PSE,05/12/2021,155,155,153.2,155,30610,4715449
V,05/12/2021,0.95,0.95,0.95,0.95,2000,1900
^INDUSTRIAL,05/12/2021,8641.11,8641.11,8587.68,8623.93,1215724,1215724229.93
ACEN,05/12/2021,7.3,7.3,7,7.05,25228300,178460226
ACR,05/12/2021,1.32,1.32,1.31,1.32,421000,553300
AP,05/12/2021,23,23.25,22.8,23.05,8462200,195397155
BSC,05/12/2021,0.82,0.82,0.77,0.79,20408000,15976010
FGEN,05/12/2021,31.2,31.3,31.05,31.25,384200,11976335
FPH,05/12/2021,67.6,67.6,67.25,67.3,26550,1787806
MER,05/12/2021,274.8,274.8,272.2,274.2,77860,21308740
MWC,05/12/2021,14.36,14.5,14.34,14.38,1022400,14699156
PCOR,05/12/2021,3.4,3.4,3.3,3.33,2207000,7315620
PERC,05/12/2021,3.9,4,3.9,3.9,128000,501160
PNX,05/12/2021,13.36,13.38,13.18,13.36,271300,3602124
SHLPH,05/12/2021,22,22,21.4,21.75,261200,5669775
SPC,05/12/2021,10.38,10.44,10.38,10.42,71500,744822
VVT,05/12/2021,14.96,14.96,14.2,14.2,2300,32816
ANI,05/12/2021,6.68,6.78,6.55,6.7,2320200,15485142
AXLM,05/12/2021,2.86,2.94,2.84,2.87,667000,1919080
CAT,05/12/2021,12.92,13.1,12.92,12.92,6300,81972
CNPF,05/12/2021,21.9,22.8,21.7,22.5,5020500,112080620
DELM,05/12/2021,13.04,13.06,12.18,12.44,659100,8273320
DNL,05/12/2021,7.7,7.85,7.57,7.6,2063500,15780406
EMP,05/12/2021,9.52,9.61,9.47,9.47,309500,2938601
FB,05/12/2021,69,69,67.8,67.8,266000,18193689
FOOD,05/12/2021,0.61,0.62,0.61,0.62,220000,135230
FRUIT,05/12/2021,1.4,1.44,1.39,1.41,10895000,15436950
GSMI,05/12/2021,61,62,60,61,395970,24158845
JFC,05/12/2021,175,175,170,170.4,1156800,198691943
LFM,05/12/2021,28.8,29.95,28.8,29,10500,307010
MAXS,05/12/2021,5.86,5.97,5.83,5.85,165600,968598
MG,05/12/2021,0.285,0.285,0.265,0.27,8500000,2326950
PIZZA,05/12/2021,7.46,8,7.42,7.93,1319100,10208490
RCI,05/12/2021,1.02,1.04,1.02,1.03,582000,596020
RFM,05/12/2021,4.68,4.68,4.65,4.66,312000,1459890
ROX,05/12/2021,1.53,1.53,1.53,1.53,3000,4590
SFI,05/12/2021,0.133,0.134,0.132,0.134,2870000,380080
URC,05/12/2021,132,134,130.9,134,611860,81558785
VITA,05/12/2021,0.8,0.82,0.79,0.8,5928000,4827610
VMC,05/12/2021,2.49,2.5,2.48,2.5,32000,79590
CHP,05/12/2021,1.18,1.18,1.16,1.17,1399000,1634930
DAVIN,05/12/2021,2.69,2.71,2.6,2.6,1306000,3445460
EAGLE,05/12/2021,11.9,11.9,11.82,11.82,14300,170012
EEI,05/12/2021,6.9,7.05,6.9,6.91,43100,297655
HLCM,05/12/2021,5.49,5.5,5.44,5.44,87300,477649
MWIDE,05/12/2021,6.7,6.79,6.56,6.6,128600,852556
PHN,05/12/2021,12,12.3,12,12.3,144000,1761688
T,05/12/2021,1.07,1.1,1.07,1.08,410000,440510
VUL,05/12/2021,2.29,2.29,2.1,2.13,6437000,13945170
CROWN,05/12/2021,1.86,1.88,1.85,1.85,636000,1186950
EURO,05/12/2021,1.91,1.95,1.9,1.94,93000,179010
LMG,05/12/2021,4.6,4.6,4.6,4.6,2000,9200
MVC,05/12/2021,4.54,4.68,4.54,4.68,4000,18440
CIC,05/12/2021,22.3,22.3,22.3,22.3,100,2230
GREEN,05/12/2021,4.09,4.27,4.07,4.25,19932000,83654630
IMI,05/12/2021,9.26,9.26,9.11,9.16,234800,2149041
ION,05/12/2021,1.07,1.09,1.07,1.09,220000,239560
SSP,05/12/2021,1.34,1.34,1.32,1.32,9000,11970
TECH,05/12/2021,5.82,5.82,5.68,5.73,6688300,38142203
^HOLDING,05/12/2021,6302.64,6309.04,6220.6,6231.75,721089,721089712.45
ABA,05/12/2021,1.05,1.05,1,1,12280000,12450520
ABG,05/12/2021,7.4,7.4,7,7.38,1000,7154
AC,05/12/2021,740,740,720,727,209540,152329035
AEV,05/12/2021,35.9,35.9,34.8,35,541200,18977350
AGI,05/12/2021,10.12,10.12,9.94,9.98,2964900,29631337
ALLHC,05/12/2021,2.98,3.01,2.96,2.98,926000,2769540
ANS,05/12/2021,6.82,6.82,6.81,6.82,1400,9545
APO,05/12/2021,0.8,0.8,0.75,0.77,3461000,2664990
ATN,05/12/2021,0.69,0.69,0.68,0.69,505000,346560
COSCO,05/12/2021,5,5.08,4.92,4.92,1445700,7166833
DMC,05/12/2021,5.51,5.58,5.44,5.46,6375400,34912521
FDC,05/12/2021,8.19,8.19,8.19,8.19,6000,49140
FPI,05/12/2021,0.27,0.295,0.265,0.285,2600000,731350
GTCAP,05/12/2021,527,528,512,528,158710,82637450
JGS,05/12/2021,51.2,51.45,50.3,50.3,921570,46709196
LODE,05/12/2021,0.9,0.9,0.85,0.85,2117000,1824720
LPZ,05/12/2021,3.2,3.2,3.2,3.2,15000,48000
LTG,05/12/2021,13,13.1,12.74,12.96,2515300,32597366
MHC,05/12/2021,0.45,0.45,0.38,0.38,130000,57000
MPI,05/12/2021,3.82,3.83,3.64,3.64,35383000,130842080
PA,05/12/2021,3.6,3.6,3.52,3.6,23000,81700
PRIM,05/12/2021,2.65,2.72,2.61,2.66,471000,1255300
SGI,05/12/2021,1.21,1.21,1.16,1.19,284000,337070
SGP,05/12/2021,371.2,375,367,375,700,259472
SM,05/12/2021,927,930,920,923.5,157480,145421655
SMC,05/12/2021,117.5,117.6,116.6,117.2,57530,6741418
SOC,05/12/2021,0.7,0.71,0.66,0.66,430000,289600
TFHI,05/12/2021,129.5,132.7,129.2,132.7,1360,176240
WIN,05/12/2021,0.243,0.243,0.24,0.24,6140000,1478340
ZHI,05/12/2021,0.227,0.227,0.215,0.225,3640000,804570
^PROPERTY,05/12/2021,3054.64,3054.64,2971.48,2971.48,1943687,1943687358.57
ALCO,05/12/2021,0.63,0.66,0.63,0.64,353000,225760
ALI,05/12/2021,32.25,32.3,31.9,31.95,13182900,422728490
ARA,05/12/2021,1.21,1.21,1.18,1.18,16000,19110
AREIT,05/12/2021,34.15,34.85,34.1,34.55,1474500,50990425
BEL,05/12/2021,1.39,1.39,1.36,1.36,201000,274490
BRN,05/12/2021,0.93,0.94,0.92,0.93,1377000,1276160
CDC,05/12/2021,0.94,0.94,0.89,0.9,432000,390570
CEI,05/12/2021,0.127,0.127,0.121,0.125,900000,110030
CHI,05/12/2021,5.95,6.54,5.95,6.48,5400,34844
CLI,05/12/2021,5.79,5.79,5.72,5.73,173800,997869
CPG,05/12/2021,0.39,0.415,0.385,0.4,19300000,7821850
CYBR,05/12/2021,0.32,0.32,0.32,0.32,270000,86400
DD,05/12/2021,12.5,12.62,12.26,12.4,734900,9115016
DDMPR,05/12/2021,2,2,1.95,1.95,12266000,24059390
DMW,05/12/2021,6.72,6.78,6.71,6.78,21900,148225
ELI,05/12/2021,0.275,0.28,0.27,0.27,1700000,461150
EVER,05/12/2021,0.181,0.184,0.171,0.172,14780000,2597200
FLI,05/12/2021,1.1,1.11,1.09,1.1,3844000,4220160
GERI,05/12/2021,0.84,0.84,0.82,0.82,145000,119740
HOUSE,05/12/2021,7.2,7.49,7.08,7.13,74100,540427
IRC,05/12/2021,1.31,1.33,1.3,1.32,472000,618340
LAND,05/12/2021,1.72,1.83,1.6,1.62,2692000,4615770
MEG,05/12/2021,2.98,2.99,2.82,2.82,73262000,211119360
MRC,05/12/2021,0.405,0.41,0.385,0.39,35280000,13853500
PHES,05/12/2021,0.54,0.55,0.5,0.52,6438000,3366640
PRMX,05/12/2021,3.42,3.45,3.13,3.45,7633000,25176190
RLC,05/12/2021,17.1,17.1,16.8,16.84,729100,12319200
ROCK,05/12/2021,1.52,1.52,1.49,1.49,83000,125500
SHNG,05/12/2021,2.61,2.61,2.59,2.59,61000,158510
SLI,05/12/2021,2.35,2.35,2.32,2.32,39000,90630
SMPH,05/12/2021,33.9,33.9,32.5,32.5,32224500,1072989070
STR,05/12/2021,3.73,3.89,3.73,3.83,3000,11450
SUN,05/12/2021,1.54,1.54,1.44,1.49,660000,987290
VLL,05/12/2021,3.69,3.69,3.45,3.57,1791000,6352040
^SERVICE,05/12/2021,1461.01,1461.01,1438.95,1442.25,1589680,1589680481.77
ABS,05/12/2021,11.08,11.08,10.94,10.94,36700,402232
GMA7,05/12/2021,8.56,8.75,8.56,8.64,1390200,12032594
MB,05/12/2021,0.45,0.45,0.45,0.45,140000,63000
GLO,05/12/2021,1865,1865,1810,1829,57890,105863795
TEL,05/12/2021,1268,1270,1241,1250,240375,300738920
APL,05/12/2021,0.195,0.195,0.188,0.189,224910000,42710780
CNVRG,05/12/2021,18.84,19.06,18.8,18.96,5566500,105420344
DFNN,05/12/2021,4.35,4.44,4.2,4.2,4540000,19492860
DITO,05/12/2021,9.5,9.7,9.16,9.16,12390600,115677709
IMP,05/12/2021,1.58,1.58,1.58,1.58,14000,22120
JAS,05/12/2021,2.26,2.3,2.19,2.28,124000,275550
NOW,05/12/2021,2.56,2.56,2.5,2.5,3028000,7682850
TBGI,05/12/2021,0.4,0.405,0.39,0.395,3510000,1389100
WEB,05/12/2021,2.55,2.57,2.52,2.57,197000,499400
2GO,05/12/2021,8.23,8.25,8.2,8.2,36000,295821
ATI,05/12/2021,15.9,15.9,15.76,15.76,900,14286
C,05/12/2021,2.96,2.97,2.86,2.95,726000,2108240
CEB,05/12/2021,48.2,48.45,48.1,48.15,239700,11557680
ICT,05/12/2021,139.8,140,138.4,138.6,1678010,233372388
LBC,05/12/2021,16.6,17,16,16,1500,24488
LSC,05/12/2021,0.96,1.03,0.96,1.03,9000,8710
MAC,05/12/2021,4.74,4.8,4.56,4.57,946000,4363310
MAH,05/12/2021,2.25,2.25,2.12,2.18,219000,472620
PAL,05/12/2021,5.9,5.9,5.81,5.86,19400,113677
TUGS,05/12/2021,1.29,1.32,1.2,1.31,910000,1135930
ACE,05/12/2021,1.51,1.57,1.51,1.57,91000,138820
BHI,05/12/2021,0.083,0.083,0.08,0.081,52050000,4233930
DWC,05/12/2021,3.05,3.05,2.71,2.9,119000,339240
WPI,05/12/2021,0.53,0.54,0.51,0.52,2441000,1267490
CEU,05/12/2021,6.7,6.7,6.7,6.7,100,670
STI,05/12/2021,0.35,0.35,0.345,0.345,310000,107400
BCOR,05/12/2021,4.8,4.8,4.8,4.8,10000,48000
BLOOM,05/12/2021,6.15,6.15,6,6.1,3206600,19453958
LOTO,05/12/2021,2.19,2.19,2.08,2.15,8000,17000
LR,05/12/2021,1.57,1.58,1.49,1.55,1589000,2494840
MJC,05/12/2021,2.03,2.09,2.02,2.08,531000,1103770
PHR,05/12/2021,1.93,1.95,1.87,1.93,3095000,5923580
PLC,05/12/2021,0.395,0.395,0.39,0.395,1700000,669650
PRC,05/12/2021,5.9,5.9,5.9,5.9,2000,11800
HOME,05/12/2021,7.4,7.4,7.03,7.3,318700,2283758
MRSGI,05/12/2021,1.28,1.3,1.27,1.28,641000,816920
